"날짜","종가","오픈","고가","저가","변동 %"
"2022년 07월 20일","194.04","193.60","194.51","193.15","0.29%"
"2022년 07월 19일","193.47","195.63","195.75","193.54","-1.02%"
"2022년 07월 18일","195.46","195.21","195.96","194.65","0.25%"
"2022년 07월 15일","194.98","195.02","196.58","194.88","0.10%"
"2022년 07월 14일","194.79","194.25","196.21","194.01","0.32%"
"2022년 07월 13일","194.16","194.27","194.84","193.49","0.06%"
"2022년 07월 12일","194.05","195.16","195.54","194.06","-0.53%"
"2022년 07월 11일","195.09","193.39","195.74","193.37","0.90%"
"2022년 07월 08일","193.35","193.66","194.49","193.02","-0.11%"
"2022년 07월 07일","193.57","194.57","195.07","193.38","-0.47%"
"2022년 07월 06일","194.48","194.81","195.29","194.22","-0.15%"
"2022년 07월 05일","194.77","193.48","196.01","193.08","0.72%"
"2022년 07월 04일","193.37","193.82","194.35","192.84","-0.19%"
"2022년 07월 01일","193.74","192.26","194.28","192.23","0.83%"
"2022년 06월 30일","192.15","194.32","194.66","192.16","-1.11%"
"2022년 06월 29일","194.30","192.66","194.45","192.21","0.89%"
"2022년 06월 28일","192.58","192.27","192.76","191.70","0.21%"
"2022년 06월 27일","192.17","192.73","193.34","191.54","-0.23%"
"2022년 06월 24일","192.61","194.10","194.48","192.55","-0.74%"
"2022년 06월 23일","194.04","193.62","195.02","193.41","0.28%"
"2022년 06월 22일","193.49","193.15","194.43","192.65","0.23%"
"2022년 06월 21일","193.05","193.13","193.37","192.38","0.07%"
"2022년 06월 20일","192.91","192.29","193.54","192.02","0.35%"
"2022년 06월 17일","192.23","192.23","193.26","191.35","0.04%"
"2022년 06월 16일","192.16","190.40","193.32","190.21","0.98%"
"2022년 06월 15일","190.29","191.35","192.65","190.35","-0.51%"
"2022년 06월 14일","191.26","191.26","191.77","190.83","0.04%"
"2022년 06월 13일","191.18","190.71","191.99","190.51","0.27%"
"2022년 06월 10일","190.67","188.93","191.37","188.74","0.96%"
"2022년 06월 09일","188.86","188.10","189.35","187.63","0.46%"
"2022년 06월 08일","188.00","188.13","188.49","187.60","0.01%"
"2022년 06월 07일","187.98","188.58","188.96","187.88","-0.28%"
"2022년 06월 06일","188.51","187.96","188.77","187.85","0.40%"
"2022년 06월 03일","187.75","186.35","188.01","185.95","0.83%"
"2022년 06월 02일","186.21","186.53","187.63","186.25","-0.13%"
"2022년 06월 01일","186.46","186.23","186.74","185.73","0.16%"
"2022년 05월 31일","186.17","185.51","186.71","185.26","0.43%"
"2022년 05월 30일","185.37","186.77","187.54","185.35","-0.81%"
"2022년 05월 27일","186.89","187.01","187.29","186.01","-0.03%"
"2022년 05월 26일","186.95","189.24","189.40","186.88","-1.18%"
"2022년 05월 25일","189.19","189.54","190.17","189.01","-0.16%"
"2022년 05월 24일","189.50","189.29","190.26","189.10","0.22%"
"2022년 05월 23일","189.08","189.81","190.21","189.21","-0.62%"
"2022년 05월 20일","190.26","188.30","190.82","188.16","1.21%"
"2022년 05월 19일","187.99","188.91","189.40","187.91","-0.43%"
"2022년 05월 18일","188.80","188.01","189.05","187.43","0.50%"
"2022년 05월 17일","187.86","188.71","188.93","187.93","-0.37%"
"2022년 05월 16일","188.56","188.33","189.49","187.98","0.15%"
"2022년 05월 13일","188.28","190.20","190.32","188.27","-0.98%"
"2022년 05월 12일","190.15","190.32","191.18","189.63","-0.04%"
"2022년 05월 11일","190.23","189.56","190.43","189.28","0.37%"
"2022년 05월 10일","189.53","189.43","190.59","189.07","0.13%"
"2022년 05월 09일","189.29","190.57","191.50","189.19","-0.61%"
"2022년 05월 06일","190.46","190.75","191.52","189.79","-0.09%"
"2022년 05월 05일","190.63","189.38","191.47","189.24","0.67%"
"2022년 05월 04일","189.36","190.80","191.80","189.24","-0.70%"
"2022년 05월 03일","190.70","191.82","191.99","190.68","-0.57%"
"2022년 05월 02일","191.79","191.37","192.29","191.10","0.36%"
"2022년 04월 29일","191.11","192.03","192.13","190.03","-0.43%"
"2022년 04월 28일","191.94","193.03","193.41","191.93","-0.54%"
"2022년 04월 27일","192.98","192.32","193.82","192.30","0.39%"
"2022년 04월 26일","192.23","190.60","192.40","190.05","0.88%"
"2022년 04월 25일","190.56","191.41","191.90","190.11","-0.41%"
"2022년 04월 22일","191.35","192.59","192.68","191.01","-0.67%"
"2022년 04월 21일","192.64","192.23","193.00","191.54","0.24%"
"2022년 04월 20일","192.17","193.92","194.11","192.22","-0.87%"
"2022년 04월 19일","193.86","194.04","194.43","193.62","-0.01%"
"2022년 04월 18일","193.88","192.91","194.10","192.88","0.59%"
"2022년 04월 15일","192.75","192.88","193.40","192.60","-0.04%"
"2022년 04월 14일","192.83","192.10","193.09","191.98","0.40%"
"2022년 04월 13일","192.07","192.92","193.48","191.85","-0.42%"
"2022년 04월 12일","192.88","193.86","194.46","192.35","-0.40%"
"2022년 04월 11일","193.65","193.08","194.21","193.08","0.34%"
"2022년 04월 08일","193.00","192.24","193.37","191.97","0.47%"
"2022년 04월 07일","192.09","191.45","192.43","191.24","0.36%"
"2022년 04월 06일","191.40","191.54","191.96","190.99","-0.02%"
"2022년 04월 05일","191.43","190.87","191.78","190.21","0.37%"
"2022년 04월 04일","190.73","191.70","191.77","190.71","-0.49%"
"2022년 04월 01일","191.67","191.66","192.21","191.13","0.09%"
"2022년 03월 31일","191.49","190.70","191.71","190.26","0.44%"
"2022년 03월 30일","190.65","189.85","190.98","189.74","0.56%"
"2022년 03월 29일","189.59","192.06","192.26","189.70","-1.26%"
"2022년 03월 28일","192.01","192.33","192.76","191.84","-0.21%"
"2022년 03월 25일","192.42","191.75","192.63","191.20","0.48%"
"2022년 03월 24일","191.50","191.29","192.35","190.93","0.15%"
"2022년 03월 23일","191.22","190.87","191.46","190.10","0.20%"
"2022년 03월 22일","190.84","191.76","192.56","190.76","-0.37%"
"2022년 03월 21일","191.54","190.46","191.82","190.27","0.60%"
"2022년 03월 18일","190.39","190.73","191.45","190.06","-0.10%"
"2022년 03월 17일","190.59","192.84","193.27","190.26","-1.18%"
"2022년 03월 16일","192.86","194.90","195.41","192.90","-0.95%"
"2022년 03월 15일","194.71","195.11","195.65","194.51","-0.02%"
"2022년 03월 14일","194.74","195.13","195.52","194.30","-0.18%"
"2022년 03월 11일","195.10","194.37","195.49","194.17","0.38%"
"2022년 03월 10일","194.36","193.62","194.88","193.60","0.40%"
"2022년 03월 09일","193.59","195.24","195.60","193.54","-0.82%"
"2022년 03월 08일","195.19","194.95","196.23","194.34","0.15%"
"2022년 03월 07일","194.89","193.30","195.20","193.05","1.19%"
"2022년 03월 04일","192.60","190.96","193.01","190.87","0.98%"
"2022년 03월 03일","190.73","190.35","191.34","190.19","0.20%"
"2022년 03월 02일","190.34","190.96","191.54","190.15","-0.31%"
"2022년 03월 01일","190.93","190.38","191.12","189.67","0.39%"
"2022년 02월 28일","190.19","191.04","191.50","190.32","0.34%"
"2022년 02월 25일","189.55","190.57","190.85","189.59","-0.51%"
"2022년 02월 24일","190.53","188.85","191.41","188.74","0.93%"
"2022년 02월 23일","188.78","188.57","189.07","188.10","0.21%"
"2022년 02월 22일","188.38","188.57","188.88","187.99","-0.01%"
"2022년 02월 21일","188.40","189.43","189.66","187.82","-0.31%"
"2022년 02월 18일","188.99","189.13","189.38","188.51","-0.06%"
"2022년 02월 17일","189.10","188.84","189.38","188.59","0.22%"
"2022년 02월 16일","188.69","188.80","189.29","188.54","-0.04%"
"2022년 02월 15일","188.77","188.35","189.08","188.16","0.25%"
"2022년 02월 14일","188.30","188.80","188.86","187.71","-0.23%"
"2022년 02월 11일","188.74","188.87","189.15","187.72","-0.02%"
"2022년 02월 10일","188.78","187.68","188.96","187.59","0.61%"
"2022년 02월 09일","187.64","187.92","188.15","187.49","-0.14%"
"2022년 02월 08일","187.90","188.13","188.57","187.90","-0.05%"
"2022년 02월 07일","188.00","189.34","189.46","188.10","-0.19%"
"2022년 02월 04일","188.36","188.75","188.97","188.15","-0.10%"
"2022년 02월 03일","188.55","188.71","189.78","188.45","0.00%"
"2022년 02월 02일","188.55","189.04","189.34","188.46","-0.24%"
"2022년 02월 01일","189.00","189.40","189.91","188.90","-0.19%"
"2022년 01월 31일","189.36","190.18","190.68","189.31","-0.41%"
"2022년 01월 28일","190.14","189.04","190.86","189.01","0.65%"
"2022년 01월 27일","188.91","189.96","190.42","188.85","-0.24%"
"2022년 01월 26일","189.37","189.11","189.63","188.90","0.14%"
"2022년 01월 25일","189.10","188.87","189.62","188.79","0.14%"
"2022년 01월 24일","188.84","188.24","189.34","188.17","0.39%"
"2022년 01월 21일","188.11","188.05","188.51","187.74","0.04%"
"2022년 01월 20일","188.03","187.27","188.27","187.10","0.42%"
"2022년 01월 19일","187.25","187.79","187.96","187.01","-0.25%"
"2022년 01월 18일","187.72","187.59","188.02","187.01","0.16%"
"2022년 01월 17일","187.42","187.41","188.16","187.24","0.05%"
"2022년 01월 14일","187.32","186.60","187.70","186.47","0.45%"
"2022년 01월 13일","186.49","186.51","187.13","186.12","0.00%"
"2022년 01월 12일","186.49","186.77","187.49","186.38","-0.29%"
"2022년 01월 11일","187.04","187.90","187.98","187.03","-0.44%"
"2022년 01월 10일","187.87","187.87","188.54","187.60","0.06%"
"2022년 01월 07일","187.75","188.79","189.13","187.73","-0.53%"
"2022년 01월 06일","188.75","188.65","189.35","187.90","0.26%"
"2022년 01월 05일","188.26","187.92","188.46","187.76","0.19%"
"2022년 01월 04일","187.90","188.00","188.18","187.13","0.17%"
"2022년 01월 03일","187.58","187.12","187.83","186.84","0.43%"
"2021년 12월 31일","186.78","186.80","187.41","186.32","0.15%"
"2021년 12월 30일","186.50","186.04","186.90","185.72","0.26%"
"2021년 12월 29일","186.02","186.56","186.66","185.90","-0.28%"
"2021년 12월 28일","186.54","186.24","186.76","186.04","0.25%"
"2021년 12월 27일","186.07","186.43","186.58","185.96","-0.09%"
"2021년 12월 24일","186.24","186.12","186.57","185.96","0.08%"
"2021년 12월 23일","186.09","186.49","186.93","186.01","-0.40%"
"2021년 12월 22일","186.84","186.82","187.29","186.72","-0.01%"
"2021년 12월 21일","186.85","186.64","187.38","186.49","0.15%"
"2021년 12월 20일","186.57","186.35","187.12","186.14","0.17%"
"2021년 12월 17일","186.25","186.29","186.49","185.26","0.00%"
"2021년 12월 16일","186.25","186.16","186.68","185.59","0.12%"
"2021년 12월 15일","186.03","186.14","186.92","185.93","-0.05%"
"2021년 12월 14일","186.12","186.13","186.32","185.60","0.08%"
"2021년 12월 13일","185.98","185.40","186.29","184.77","0.35%"
"2021년 12월 10일","185.33","184.75","185.74","184.40","0.33%"
"2021년 12월 09일","184.72","184.97","185.38","184.54","-0.27%"
"2021년 12월 08일","185.22","184.84","185.74","184.57","0.23%"
"2021년 12월 07일","184.79","185.16","185.74","184.77","-0.18%"
"2021년 12월 06일","185.12","185.82","186.13","185.01","0.04%"
"2021년 12월 03일","185.04","184.54","185.84","184.38","0.29%"
"2021년 12월 02일","184.50","184.84","185.20","184.02","-0.16%"
"2021년 12월 01일","184.79","185.85","186.27","184.25","-0.56%"
"2021년 11월 30일","185.83","186.43","187.02","185.76","-0.29%"
"2021년 11월 29일","186.37","187.04","187.21","186.29","-0.24%"
"2021년 11월 26일","186.82","186.38","187.22","186.30","0.25%"
"2021년 11월 25일","186.36","185.98","186.68","185.84","0.22%"
"2021년 11월 24일","185.95","186.19","186.32","185.49","-0.03%"
"2021년 11월 23일","186.01","186.45","186.59","185.91","-0.18%"
"2021년 11월 22일","186.34","186.20","186.57","185.69","0.27%"
"2021년 11월 19일","185.83","185.24","186.11","184.96","0.38%"
"2021년 11월 18일","185.12","185.10","185.99","184.68","0.03%"
"2021년 11월 17일","185.07","185.21","185.76","184.79","-0.05%"
"2021년 11월 16일","185.16","185.41","185.52","184.54","-0.11%"
"2021년 11월 15일","185.37","184.96","185.60","184.45","0.30%"
"2021년 11월 12일","184.81","185.03","187.03","183.91","-0.10%"
"2021년 11월 11일","185.00","185.51","185.84","184.27","-0.25%"
"2021년 11월 10일","185.47","184.35","185.66","184.10","0.63%"
"2021년 11월 09일","184.30","184.73","188.07","183.60","-0.18%"
"2021년 11월 08일","184.64","184.64","185.49","184.42","0.05%"
"2021년 11월 05일","184.54","185.38","185.65","184.60","-0.44%"
"2021년 11월 04일","185.35","184.01","185.82","183.71","0.74%"
"2021년 11월 03일","183.98","184.15","185.26","183.90","-0.08%"
"2021년 11월 02일","184.12","184.06","184.36","183.46","0.05%"
"2021년 11월 01일","184.03","183.37","184.39","183.16","0.39%"
"2021년 10월 29일","183.32","182.82","183.80","182.65","0.30%"
"2021년 10월 28일","182.78","183.36","183.76","182.43","-0.29%"
"2021년 10월 27일","183.31","182.99","183.61","182.59","0.20%"
"2021년 10월 26일","182.95","182.93","183.29","182.32","0.03%"
"2021년 10월 25일","182.90","184.41","184.65","182.73","-0.80%"
"2021년 10월 22일","184.38","184.24","184.93","183.66","0.10%"
"2021년 10월 21일","184.20","183.88","184.57","183.44","0.20%"
"2021년 10월 20일","183.83","184.18","184.71","183.37","-0.15%"
"2021년 10월 19일","184.10","184.43","184.74","183.87","-0.14%"
"2021년 10월 18일","184.35","183.74","184.92","183.65","0.39%"
"2021년 10월 15일","183.63","183.58","184.20","183.51","0.10%"
"2021년 10월 14일","183.44","184.64","185.12","183.51","-0.56%"
"2021년 10월 13일","184.48","185.75","186.00","184.54","-0.62%"
"2021년 10월 12일","185.64","185.37","186.16","185.30","0.19%"
"2021년 10월 11일","185.28","185.69","185.85","185.13","-0.24%"
"2021년 10월 08일","185.72","184.80","185.83","184.67","0.56%"
"2021년 10월 07일","184.69","184.71","184.91","184.30","0.06%"
"2021년 10월 06일","184.58","184.08","185.82","183.96","0.32%"
"2021년 10월 05일","184.00","183.74","184.46","183.64","0.20%"
"2021년 10월 04일","183.64","183.02","183.96","182.79","0.32%"
"2021년 10월 01일","183.05","183.79","184.45","182.92","-0.33%"
"2021년 09월 30일","183.66","183.57","184.01","182.86","0.13%"
"2021년 09월 29일","183.42","183.91","184.02","182.73","-0.19%"
"2021년 09월 28일","183.77","182.29","184.00","182.18","0.75%"
"2021년 09월 27일","182.40","182.46","182.93","181.67","0.00%"
"2021년 09월 24일","182.40","181.89","182.79","181.42","0.30%"
"2021년 09월 23일","181.86","182.90","183.63","181.24","-0.49%"
"2021년 09월 22일","182.76","183.17","183.43","182.32","-0.17%"
"2021년 09월 21일","183.08","183.63","183.82","182.90","-0.14%"
"2021년 09월 20일","183.34","182.73","184.40","182.71","0.42%"
"2021년 09월 17일","182.57","182.01","182.96","181.54","0.34%"
"2021년 09월 16일","181.95","181.33","182.37","181.15","0.36%"
"2021년 09월 15일","181.29","182.07","182.34","181.07","-0.40%"
"2021년 09월 14일","182.01","181.88","182.26","181.04","0.14%"
"2021년 09월 13일","181.76","181.62","182.48","181.56","0.10%"
"2021년 09월 10일","181.58","181.21","181.93","180.83","0.28%"
"2021년 09월 09일","181.08","180.62","181.44","180.46","0.32%"
"2021년 09월 08일","180.51","179.71","180.90","179.57","0.46%"
"2021년 09월 07일","179.68","179.21","180.46","178.84","0.35%"
"2021년 09월 06일","179.05","179.10","179.76","178.88","0.10%"
"2021년 09월 03일","178.87","179.39","179.72","178.65","-0.26%"
"2021년 09월 02일","179.34","178.96","179.90","178.80","0.29%"
"2021년 09월 01일","178.83","179.38","179.65","178.66","-0.28%"
"2021년 08월 31일","179.34","180.32","180.54","178.74","-0.38%"
"2021년 08월 30일","180.03","179.60","180.57","179.53","0.35%"
"2021년 08월 27일","179.41","180.63","181.25","179.38","-0.65%"
"2021년 08월 26일","180.58","179.75","180.80","179.59","0.48%"
"2021년 08월 25일","179.71","179.88","180.55","179.60","-0.05%"
"2021년 08월 24일","179.80","180.45","180.76","179.75","-0.29%"
"2021년 08월 23일","180.32","180.76","181.13","180.12","-0.23%"
"2021년 08월 20일","180.74","181.13","182.32","180.33","-0.19%"
"2021년 08월 19일","181.09","180.47","181.49","180.37","0.38%"
"2021년 08월 18일","180.41","181.53","181.91","180.03","-0.60%"
"2021년 08월 17일","181.49","180.00","182.09","179.87","0.85%"
"2021년 08월 16일","179.96","179.45","180.51","179.31","0.38%"
"2021년 08월 13일","179.28","179.52","180.73","179.10","-0.11%"
"2021년 08월 12일","179.47","178.13","179.99","177.95","0.78%"
"2021년 08월 11일","178.08","177.75","178.85","177.60","0.21%"
"2021년 08월 10일","177.70","176.85","177.98","176.65","0.51%"
"2021년 08월 09일","176.80","176.74","177.16","176.40","0.14%"
"2021년 08월 06일","176.56","176.88","177.18","176.37","-0.15%"
"2021년 08월 05일","176.82","177.07","177.35","176.49","-0.11%"
"2021년 08월 04일","177.02","177.52","177.69","176.51","-0.26%"
"2021년 08월 03일","177.48","178.02","178.49","177.35","-0.29%"
"2021년 08월 02일","177.99","178.27","178.55","177.74","-0.11%"
"2021년 07월 30일","178.18","177.08","178.72","176.88","0.64%"
"2021년 07월 29일","177.05","177.24","177.63","176.62","-0.08%"
"2021년 07월 28일","177.20","177.30","178.71","177.05","0.04%"
"2021년 07월 27일","177.13","177.82","177.99","177.03","-0.37%"
"2021년 07월 26일","177.78","177.76","178.51","177.60","0.08%"
"2021년 07월 23일","177.64","177.86","178.32","177.29","-0.08%"
"2021년 07월 22일","177.79","177.71","178.29","177.33","0.08%"
"2021년 07월 21일","177.65","177.10","178.65","176.88","0.41%"
"2021년 07월 20일","176.93","177.48","177.79","176.80","-0.20%"
"2021년 07월 19일","177.28","176.34","178.10","176.24","0.64%"
"2021년 07월 16일","176.16","176.72","177.10","175.85","-0.24%"
"2021년 07월 15일","176.58","176.90","177.66","176.24","-0.17%"
"2021년 07월 14일","176.88","177.79","178.13","176.63","-0.50%"
"2021년 07월 13일","177.76","177.12","178.23","176.24","0.44%"
"2021년 07월 12일","176.99","176.77","177.63","176.60","0.26%"
"2021년 07월 09일","176.53","176.69","177.41","176.32","-0.07%"
"2021년 07월 08일","176.65","176.37","177.52","176.04","0.19%"
"2021년 07월 07일","176.32","175.48","176.78","175.27","0.56%"
"2021년 07월 06일","175.34","174.90","175.94","174.68","0.29%"
"2021년 07월 05일","174.84","174.69","175.24","174.45","0.12%"
"2021년 07월 02일","174.63","175.38","175.80","174.51","-0.39%"
"2021년 07월 01일","175.32","175.10","175.60","174.73","0.15%"
"2021년 06월 30일","175.06","175.10","175.37","174.35","0.00%"
"2021년 06월 29일","175.06","175.06","175.60","174.60","0.02%"
"2021년 06월 28일","175.02","174.62","175.41","174.49","0.28%"
"2021년 06월 25일","174.53","174.89","175.17","174.22","-0.08%"
"2021년 06월 24일","174.67","175.48","175.89","174.60","-0.43%"
"2021년 06월 23일","175.42","174.93","175.71","174.53","0.30%"
"2021년 06월 22일","174.90","174.98","175.88","174.74","-0.02%"
"2021년 06월 21일","174.93","175.92","176.19","174.89","-0.53%"
"2021년 06월 18일","175.86","175.93","176.43","175.10","-0.02%"
"2021년 06월 17일","175.89","177.09","177.20","175.43","-0.66%"
"2021년 06월 16일","177.05","174.52","177.76","174.21","1.47%"
"2021년 06월 15일","174.49","174.62","174.93","174.35","0.05%"
"2021년 06월 14일","174.40","174.49","175.04","174.17","-0.01%"
"2021년 06월 11일","174.42","174.02","174.84","173.64","0.26%"
"2021년 06월 10일","173.97","174.88","175.23","173.92","-0.38%"
"2021년 06월 09일","174.63","174.63","175.08","174.07","0.01%"
"2021년 06월 08일","174.62","173.63","174.80","173.35","0.60%"
"2021년 06월 07일","173.58","173.67","174.13","173.39","-0.03%"
"2021년 06월 04일","173.63","174.37","174.82","173.38","-0.41%"
"2021년 06월 03일","174.34","174.13","174.74","173.77","0.15%"
"2021년 06월 02일","174.08","173.71","174.63","173.43","0.28%"
"2021년 06월 01일","173.60","173.96","174.26","173.23","-0.05%"
"2021년 05월 31일","173.69","174.90","175.46","173.71","-0.61%"
"2021년 05월 28일","174.75","175.26","175.45","174.75","-0.26%"
"2021년 05월 27일","175.21","174.73","175.46","174.54","0.31%"
"2021년 05월 26일","174.67","175.10","175.26","174.33","-0.21%"
"2021년 05월 25일","175.04","175.04","175.82","174.74","0.04%"
"2021년 05월 24일","174.97","175.29","175.57","174.91","-0.16%"
"2021년 05월 21일","175.25","175.29","175.59","174.43","0.02%"
"2021년 05월 20일","175.21","175.81","176.24","175.16","-0.31%"
"2021년 05월 19일","175.76","175.40","176.12","174.98","0.23%"
"2021년 05월 18일","175.36","176.56","177.01","175.18","-0.66%"
"2021년 05월 17일","176.52","175.01","176.99","174.91","0.94%"
"2021년 05월 14일","174.88","174.66","175.61","174.43","0.16%"
"2021년 05월 13일","174.60","175.46","175.95","174.54","-0.46%"
"2021년 05월 12일","175.41","174.16","175.61","174.01","0.82%"
"2021년 05월 11일","173.99","174.05","174.69","173.76","-0.01%"
"2021년 05월 10일","174.01","173.02","174.26","172.92","0.75%"
"2021년 05월 07일","172.71","173.35","173.93","172.48","-0.29%"
"2021년 05월 06일","173.21","173.77","174.09","173.16","-0.30%"
"2021년 05월 05일","173.73","173.93","174.29","173.35","-0.09%"
"2021년 05월 04일","173.89","173.09","174.39","172.84","0.49%"
"2021년 05월 03일","173.05","172.66","173.77","172.32","0.28%"
"2021년 04월 30일","172.56","171.16","172.93","170.96","0.85%"
"2021년 04월 29일","171.10","171.34","171.62","170.79","-0.09%"
"2021년 04월 28일","171.26","171.74","172.04","171.07","-0.27%"
"2021년 04월 27일","171.73","171.21","171.91","170.93","0.33%"
"2021년 04월 26일","171.17","171.79","171.97","170.98","-0.24%"
"2021년 04월 23일","171.59","172.57","172.77","171.54","-0.44%"
"2021년 04월 22일","172.34","172.04","172.79","171.77","0.22%"
"2021년 04월 21일","171.97","171.93","172.68","171.52","0.06%"
"2021년 04월 20일","171.87","171.35","172.28","170.93","0.35%"
"2021년 04월 19일","171.27","171.30","171.72","170.79","0.04%"
"2021년 04월 16일","171.20","171.23","171.95","170.56","0.01%"
"2021년 04월 15일","171.18","170.96","171.35","170.46","0.15%"
"2021년 04월 14일","170.92","171.38","171.79","170.27","-0.24%"
"2021년 04월 13일","171.33","171.84","172.24","171.20","-0.15%"
"2021년 04월 12일","171.59","171.18","172.10","170.96","0.32%"
"2021년 04월 09일","171.04","170.46","171.28","169.92","0.43%"
"2021년 04월 08일","170.31","171.07","171.43","170.16","-0.41%"
"2021년 04월 07일","171.01","171.15","171.26","170.38","-0.04%"
"2021년 04월 06일","171.07","171.32","171.68","170.71","-0.03%"
"2021년 04월 05일","171.12","172.02","172.07","170.92","-0.40%"
"2021년 04월 02일","171.80","171.95","172.18","171.57","-0.06%"
"2021년 04월 01일","171.90","172.14","172.44","171.62","-0.06%"
"2021년 03월 31일","172.00","172.49","172.76","171.74","-0.19%"
"2021년 03월 30일","172.33","172.39","172.96","172.21","0.08%"
"2021년 03월 29일","172.19","172.59","173.18","172.23","-0.19%"
"2021년 03월 26일","172.52","173.41","173.54","172.46","-0.49%"
"2021년 03월 25일","173.37","174.02","174.18","173.24","-0.30%"
"2021년 03월 24일","173.90","173.93","174.26","173.29","0.03%"
"2021년 03월 23일","173.85","173.10","174.10","172.87","0.49%"
"2021년 03월 22일","173.00","173.52","174.22","172.96","-0.24%"
"2021년 03월 19일","173.42","173.41","174.30","172.96","0.06%"
"2021년 03월 18일","173.31","172.49","173.88","172.32","0.55%"
"2021년 03월 17일","172.36","173.68","174.34","172.30","-0.67%"
"2021년 03월 16일","173.52","174.28","174.75","173.49","-0.38%"
"2021년 03월 15일","174.19","174.62","175.07","173.94","-0.19%"
"2021년 03월 12일","174.53","174.15","175.07","173.59","0.28%"
"2021년 03월 11일","174.05","174.75","175.40","173.84","-0.30%"
"2021년 03월 10일","174.57","174.57","175.88","174.49","0.11%"
"2021년 03월 09일","174.38","174.96","175.21","174.19","-0.23%"
"2021년 03월 08일","174.78","173.76","175.30","173.35","0.67%"
"2021년 03월 05일","173.61","174.81","175.78","173.36","-0.66%"
"2021년 03월 04일","174.77","174.26","175.13","173.63","0.39%"
"2021년 03월 03일","174.09","173.89","174.41","172.71","0.16%"
"2021년 03월 02일","173.81","172.21","174.35","170.43","0.96%"
"2021년 03월 01일","172.15","173.73","173.90","172.15","-0.78%"
"2021년 02월 26일","173.51","173.43","174.80","172.80","0.12%"
"2021년 02월 25일","173.30","171.54","173.76","171.26","1.07%"
"2021년 02월 24일","171.47","171.69","172.38","171.27","-0.08%"
"2021년 02월 23일","171.61","172.10","172.46","171.51","-0.16%"
"2021년 02월 22일","171.89","171.27","172.57","170.78","0.56%"
"2021년 02월 19일","170.94","170.63","171.69","170.30","0.21%"
"2021년 02월 18일","170.58","171.34","171.82","170.48","-0.30%"
"2021년 02월 17일","171.09","171.50","172.00","171.02","-0.09%"
"2021년 02월 16일","171.24","170.68","171.80","169.85","0.48%"
"2021년 02월 15일","170.42","171.00","171.26","170.43","-0.12%"
"2021년 02월 12일","170.62","170.81","171.50","170.60","0.04%"
"2021년 02월 11일","170.55","171.33","171.57","170.65","-0.36%"
"2021년 02월 10일","171.16","172.65","173.15","171.04","-0.83%"
"2021년 02월 09일","172.60","173.27","173.49","172.50","-0.17%"
"2021년 02월 08일","172.90","172.85","173.88","172.68","0.12%"
"2021년 02월 05일","172.69","173.07","174.13","172.61","-0.21%"
"2021년 02월 04일","173.05","172.38","173.49","172.21","0.44%"
"2021년 02월 03일","172.30","172.76","173.01","172.16","-0.23%"
"2021년 02월 02일","172.70","172.76","173.24","172.32","0.06%"
"2021년 02월 01일","172.59","174.00","174.40","172.60","-0.70%"
"2021년 01월 29일","173.80","172.61","174.30","172.43","0.77%"
"2021년 01월 28일","172.48","170.96","172.99","170.82","0.92%"
"2021년 01월 27일","170.91","170.46","171.22","170.28","0.38%"
"2021년 01월 26일","170.26","170.18","171.13","169.91","0.08%"
"2021년 01월 25일","170.12","170.55","170.63","169.87","-0.23%"
"2021년 01월 22일","170.51","170.23","170.96","170.05","0.30%"
"2021년 01월 21일","170.00","169.70","170.63","169.61","0.29%"
"2021년 01월 20일","169.50","170.15","170.60","169.54","-0.28%"
"2021년 01월 19일","169.97","170.07","170.43","169.57","0.13%"
"2021년 01월 18일","169.75","170.38","170.82","169.93","-0.27%"
"2021년 01월 15일","170.21","169.28","170.59","169.11","0.58%"
"2021년 01월 14일","169.23","169.77","170.51","168.96","-0.22%"
"2021년 01월 13일","169.61","169.35","169.96","169.01","0.21%"
"2021년 01월 12일","169.26","169.32","170.47","169.10","-0.01%"
"2021년 01월 11일","169.27","168.79","169.74","168.75","0.30%"
"2021년 01월 08일","168.77","168.96","169.74","168.38","-0.09%"
"2021년 01월 07일","168.93","168.35","169.43","167.95","0.37%"
"2021년 01월 06일","168.31","168.43","168.65","167.87","0.04%"
"2021년 01월 05일","168.25","168.18","168.76","167.76","0.08%"
"2021년 01월 04일","168.11","166.35","168.38","166.18","1.17%"
"2021년 01월 01일","166.16","166.35","166.41","166.27","0.02%"
"2020년 12월 31일","166.12","166.85","167.00","165.62","-0.32%"
"2020년 12월 30일","166.66","167.21","167.51","165.96","-0.22%"
"2020년 12월 29일","167.03","167.85","168.05","166.96","-0.30%"
"2020년 12월 28일","167.53","168.16","168.69","167.21","-0.27%"
"2020년 12월 25일","167.98","168.86","168.88","168.15","-0.42%"
"2020년 12월 24일","168.69","169.23","169.32","168.49","-0.29%"
"2020년 12월 23일","169.18","169.63","169.79","168.90","-0.24%"
"2020년 12월 22일","169.59","168.60","169.80","168.32","0.79%"
"2020년 12월 21일","168.26","168.18","169.76","167.86","0.10%"
"2020년 12월 18일","168.09","167.45","168.34","167.20","0.49%"
"2020년 12월 17일","167.27","167.48","167.71","166.79","0.04%"
"2020년 12월 16일","167.20","166.62","167.85","166.38","0.37%"
"2020년 12월 15일","166.58","166.90","167.45","166.40","-0.13%"
